Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Combined Action,1331824604,"""6917529915621682800""",,Legendary,Hand Cannon,legendaryengram,Energy,Arc,1600,,Stability,1,Vault,false,false,6,21,,100,61,92,49,14,0,0,42,120,32,8,33,0,0,0,0,0,0,0,0,0,23,false,0,0,field-forged,,,Aggressive Frame*,Arrowhead Brake*,Extended Barrel,Steady Rounds*,Alloy Magazine,Hip-Fire Grip*,Voltshot*,Tier 1: Stability*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,,,
Lord of Wolves,3413860063,"""6917529136441476714""",,Exotic,Shotgun,,Energy,Solar,1600,,,,Vault,false,false,2,4,,90,80,68,20,12,0,0,54,640,60,6,40,0,0,0,0,0,0,0,0,0,14,false,0,0,,,,Shrapnel Launcher*,Chambered Compensator*,Extended Mag*,Release the Wolves*,Composite Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Escape Velocity,1786797708,"""6917529223375220367""",,Legendary,Submachine Gun,legendaryengram,KineticSlot,Kinetic,1600,,Stability,2,Vault,true,false,3,10,,95,45,15,47,16,0,0,34,900,24,37,70,0,0,0,0,0,0,0,0,0,12,false,0,0,field-forged,,,Lightweight Frame*,IS 5 Circle,Model 8 Red*,Accurized Rounds*,Flared Magwell,Zen Moment*,Vorpal Weapon*,Descendant Vex Chrome*,Counterbalance Stock*,Tier 2: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,
Jurassic Green,2261046232,"""6917529501944363474""",,Legendary,Pulse Rifle,events,Energy,Solar,1600,,Stability,3,Vault,false,false,4,15,Festival of the Lost,75,76,23,32,17,0,0,54,540,27,35,14,0,0,0,0,0,0,0,0,0,15,false,0,5,,,,Rapid-Fire Frame*,Chambered Compensator*,Polygonal Rifling,Armor-Piercing Rounds*,Flared Magwell,Subsistence*,Frenzy*,Vitrified Duality*,Counterbalance Stock*,Tier 3: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,
Seventh Seraph Carbine,1561006927,"""6917529332184361569""",keep,Legendary,Auto Rifle,rasputin,KineticSlot,Kinetic,1600,,Handling,3,Vault,true,false,3,10,,74,34,29,68,16,0,0,54,450,41,34,47,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Corkscrew Rifling*,Polygonal Rifling,Alloy Magazine,Ricochet Rounds*,Fourth Time's the Charm*,Rampage*,Tier 3: Handling*,Kill Tracker*,Kill Tracker*,,,,,,,,,
Memory Interdict,3165547384,"""6917529520231677625""",keep,Legendary,Grenade Launcher,legendaryengram,Power,Void,1794,,Reload Speed,2,Vault,true,false,4,14,,71,58,0,0,13,45,43,38,120,44,5,42,0,0,0,0,0,0,0,0,0,6,false,0,28,omolon,,,Adaptive Frame*,Hard Launch*,Quick Launch,Spike Grenades*,Alloy Casing,Clown Cartridge*,Disruption Break*,Tier 2: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Age-Old Bond,601592879,"""6917529081541807552""",,Legendary,Auto Rifle,lastwish,Energy,Void,1600,,Handling,10,Vault,true,false,3,11,,94,61,33,97,16,0,0,40,360,34,32,48,0,0,0,0,0,0,0,0,0,10,false,0,676,,,,High-Impact Frame*,Corkscrew Rifling,Full Bore,Hammer-Forged Rifling*,Extended Mag,Ricochet Rounds*,Triple Tap*,Kill Clip*,Ironwood*,Counterbalance Stock*,Masterworked: Handling*,Kill Tracker*,Crucible Tracker,,,,,,
Dead Messenger,2812324401,"""6917529634447307975""",,Exotic,Grenade Launcher,throneworld,Energy,Void,1600,,,,Vault,false,false,5,16,,73,78,0,0,13,100,93,27,72,60,1,70,0,0,0,0,0,0,0,0,0,6,false,0,39,,,,Trinary Vision*,Quick Launch*,High-Velocity Rounds*,The Fundamentals*,Short-Action Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Leviathan's Breath,2591746970,"""6917529125056338319""",,Exotic,Combat Bow,,Power,Void,1803,,,,Vault,false,false,3,8,,75,66,60,0,20,0,0,5,0,0,0,0,0,1328,84,0,0,0,0,0,0,17,false,0,83,,,,Big-Game Hunter*,Chain Bowstring*,Fiberglass Arrow Shaft*,Leviathan's Sigh*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
Wish-Ender,814876684,"""6917529883953562464""",,Exotic,Combat Bow,dungeon,KineticSlot,Kinetic,1800,,,,Vault,false,false,2,4,,60,51,92,0,18,0,0,85,0,30,0,40,0,820,85,0,0,0,0,0,0,19,false,0,234,,,,Queen's Wrath*,High Tension String*,Anti-Taken Fletching*,Broadhead*,Whaler's Whim*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Unforgiven,3000847393,"""6917529794788990323""",keep,Legendary,Submachine Gun,duality,Energy,Void,1803,,Range,10,Vault,true,false,5,17,,100,33,22,58,14,0,0,26,750,21,28,45,0,0,0,0,0,0,0,0,0,20,false,0,2115,,"Fusion, Void",,Aggressive Frame*,Chambered Compensator*,Fluted Barrel,Extended Mag,Armor-Piercing Rounds*,Demolitionist*,Adrenaline Junkie*,Minor Spec*,Masterworked: Range*,Bitterspite*,Kill Tracker*,Crucible Tracker,,,,,,,
Taraxippos,1389546626,"""6917529898165536572""",keep,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Handling,10,Vault,true,false,6,20,Guardian Games,64,75,60,40,19,0,0,42,200,59,20,69,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Extended Barrel*,Fluted Barrel,Appended Mag*,Extended Mag,No Distractions,Fourth Time's the Charm*,Hatchling*,Backup Mag*,Masterworked: Handling*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,
Riptide,2715240478,"""6917529805632247991""",keep,Legendary,Fusion Rifle,crucible,KineticSlot,Stasis,1600,,Stability,1,Vault,true,false,5,17,,53,31,55,26,15,0,0,37,0,45,8,55,500,0,0,0,0,0,0,0,0,3,false,0,1,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Polygonal Rifling,Accelerated Coils,Enhanced Battery*,Auto-Loading Holster*,Thresh*,Cinderchar*,Tier 1: Stability*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,,,
Rat King,2362471601,"""6917529096186350393""",,Exotic,Sidearm,,KineticSlot,Kinetic,1600,,"Aim Assistance, Recoil Direction",10,Vault,false,false,1,1,,100,80,49,37,12,0,0,57,300,50,15,45,0,0,0,0,0,0,0,0,0,31,false,0,1159,,,,Rat Pack*,Smallbore*,Tactical Mag*,Vermin*,Smooth Grip*,Black Plague*,Rat King Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Pleiades Corrector,3556999246,"""6917529509066262000""",keep,Legendary,Scout Rifle,legendaryengram,Energy,Solar,1600,,Range,2,Vault,true,false,4,14,,52,76,60,37,25,0,0,50,200,43,19,71,0,0,0,0,0,0,0,0,0,20,false,0,0,omolon,,,Lightweight Frame*,Corkscrew Rifling,Smallbore*,Extended Mag*,Alloy Magazine,Fourth Time's the Charm*,Multikill Clip*,Tier 2: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Vouchsafe,3242168339,"""6917529482617524982""",keep,Legendary,Scout Rifle,dreaming,Energy,Void,1797,,Range,10,Vault,true,false,4,13,,47,73,60,63,20,0,0,32,200,55,16,63,0,0,0,0,0,0,0,0,0,10,false,0,506,,,,Lightweight Frame*,Fluted Barrel,Hammer-Forged Rifling*,Accurized Rounds*,Alloy Magazine,Outlaw*,Dragonfly*,Calus's Selected*,Masterworked: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,
IKELOS_HC_v1.0.3,1731355324,"""6917529890725070408""",keep,Legendary,Hand Cannon,rasputin,Energy,Void,1798,,Reload Speed,4,Vault,true,false,5,19,,91,75,78,47,14,0,0,60,180,37,12,38,0,0,0,0,0,0,0,0,0,14,false,0,0,,,,Precision Frame*,Corkscrew Rifling*,Full Bore,Accurized Rounds*,Extended Mag,Rapid Hit*,Golden Tricorn*,Tier 4: Reload Speed*,Rasputin's Arsenal*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Revision Zero,1473821207,"""6917529857868566513""",,Exotic,Pulse Rifle,rasputin,KineticSlot,Kinetic,1600,,"Range, Stability, Handling, Reload Speed, Aim Assistance, Recoil Direction, Magazine, Airborne Effectiveness",10,Vault,false,false,5,19,,85,50,35,83,18,0,0,82,450,43,40,40,0,0,0,0,0,0,0,0,0,25,true,11,617,hakke,,,Hunter's Trace IV*,Smallbore*,Armor-Piercing Rounds*,Vorpal Weapon*,Composite Stock*,Version: Prime*,Häkke Light Burst Fire*,Häkke Heavy Burst Fire,Kill Tracker*,Crucible Tracker,4-Timer Refit*,Shaped Weapon*,Extract Pattern*,,,,,,
Bottom Dollar,1046651176,"""6917529325102589306""",keep,Legendary,Hand Cannon,drifter,Energy,Void,1600,,Stability,10,Vault,true,false,4,13,,85,66,92,65,14,0,0,48,120,40,12,36,0,0,0,0,0,0,0,0,0,10,false,0,319,,,,Aggressive Frame*,Chambered Compensator,Corkscrew Rifling*,Appended Mag,Flared Magwell*,Rangefinder*,Explosive Payload*,Descendant Vex Chrome*,Backup Mag*,Masterworked: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,
Grand Overture,1763584999,"""6917529653817856328""",,Exotic,Machine Gun,seasonpass,Power,Arc,1600,,,,Vault,false,false,5,16,,59,60,53,100,17,0,0,90,100,60,70,36,0,0,0,0,0,0,0,0,0,11,false,0,152,,,,Wrath of the Colossus*,Hammer-Forged Rifling*,Accurized Rounds*,Omega Strike*,Hand-Laid Stock*,Promethean Prelude*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Bad Omens,991314988,"""6917529561032924780""",,Legendary,Rocket Launcher,drifter,Power,Void,1600,,Handling,1,Vault,false,false,3,11,,100,34,0,0,20,20,72,27,25,91,1,31,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Aggressive Frame*,Countermass*,Quick Launch,Alloy Casing*,Black Powder,Auto-Loading Holster*,Cluster Bomb*,Tier 1: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Irukandji,2673925403,"""6917529873404217031""",,Legendary,Sniper Rifle,legendaryengram,KineticSlot,Stasis,1600,,Stability,1,Vault,false,false,6,20,,65,70,55,43,40,0,0,36,140,56,7,53,0,0,0,0,0,0,0,0,0,3,false,0,0,veist,,,Rapid-Fire Frame*,Extended Barrel*,Hammer-Forged Rifling,Appended Mag*,Tactical Mag,Fourth Time's the Charm*,Firing Line*,Tier 1: Stability*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,,,,
Vouchsafe,3242168339,"""6917529895127953001""",keep,Legendary,Scout Rifle,dreaming,Energy,Void,1800,,Range,1,Vault,true,false,4,13,,57,73,60,54,20,0,0,32,200,55,16,53,0,0,0,0,0,0,0,0,0,10,false,0,9,,,,Lightweight Frame*,Extended Barrel*,Hammer-Forged Rifling,Accurized Rounds*,Flared Magwell,Outlaw*,Vorpal Weapon*,Tier 1: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
The Fourth Horseman,1665952087,"""6917529183050310490""",,Exotic,Shotgun,,Energy,Arc,1600,,,,Vault,false,false,3,10,,100,39,80,22,12,0,0,44,360,36,4,33,0,0,0,0,0,0,0,0,0,6,false,0,26,,,,Thunderer*,Arrowhead Brake*,Assault Mag*,Broadside*,Fitted Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
The Title,294129361,"""6917529754343409508""",keep,Legendary,Submachine Gun,events,Energy,Void,1800,,Stability,10,Vault,true,false,5,16,Guardian Games,85,32,22,50,15,0,0,45,750,23,28,53,0,0,0,0,0,0,0,0,0,21,false,0,12,hakke,,,Aggressive Frame*,Corkscrew Rifling*,Fluted Barrel,Appended Mag,Ricochet Rounds*,Grave Robber*,Steady Hands,Vorpal Weapon*,Masterworked: Stability*,Classy Contender*,Hakke Breach Armaments,Kill Tracker*,Crucible Tracker,,,,,,
Dead Man's Tale,3654674561,"""6917529361044435295""",keep,Exotic,Scout Rifle,,KineticSlot,Kinetic,1800,,,10,Vault,true,false,4,13,,89,60,67,70,18,0,0,55,120,50,14,55,0,0,0,0,0,0,0,0,0,17,false,0,1164,tex-mechanica,,,Cranial Spike*,Corkscrew Rifling*,Ricochet Rounds*,Subsistence*,Hand-Laid Stock*,Remembrance*,Kill Tracker*,Crucible Tracker,Dead Man's Tale Catalyst*,,,,,,,,,,
Come to Pass,927567426,"""6917529656990337024""",,Legendary,Auto Rifle,wellspring,Energy,Arc,1600,,,,Vault,false,false,5,16,,93,59,33,88,16,0,0,26,360,34,32,21,0,0,0,0,0,0,0,0,0,9,true,1,26,,,,High-Impact Frame*,Extended Barrel*,Alloy Magazine*,Genesis*,Dragonfly*,Targeting Adjuster*,*,Psychohack*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Brigand's Law,1298815317,"""6917529860847571940""",keep,Legendary,Sidearm,plunder,Energy,Arc,1600,,,,Vault,true,false,5,18,,95,59,35,20,12,0,0,73,450,41,15,51,0,0,0,0,0,0,0,0,0,14,true,10,1311,,,,Rapid-Fire Frame*,Polygonal Rifling*,Alloy Magazine*,Feeding Frenzy*,Surrounded*,*,Right Hook*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,,
Fighting Lion,3549153978,"""6917529096813608502""",,Exotic,Grenade Launcher,,Energy,Void,1600,,,10,Vault,false,false,1,1,,90,80,0,0,13,90,50,75,90,0,1,100,0,0,0,0,0,0,0,0,0,12,false,0,334,,,,Delayed Gratification*,Countermass*,Implosion Rounds*,Thin the Herd*,Short-Action Stock*,Prideglass*,Fighting Lion Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Staccato-46,4019668921,"""6917529863562839200""",keep,Legendary,Scout Rifle,legendaryengram,Energy,Solar,1600,,Handling,1,Vault,true,false,5,17,,58,63,62,44,20,0,0,49,180,20,19,44,0,0,0,0,0,0,0,0,0,19,false,0,0,suros,,,Precision Frame*,Corkscrew Rifling*,Full Bore,Extended Mag*,Flared Magwell,Triple Tap*,Explosive Payload*,Tier 1: Handling*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,,
Salvation's Grip,370712896,"""6917529208657483457""",,Exotic,Grenade Launcher,europa,Power,Stasis,1600,,,,Vault,false,false,4,12,,63,68,0,0,13,55,37,36,120,55,8,57,0,0,0,0,0,0,0,0,0,19,false,0,0,,,,Cryocannon*,Linear Compensator*,Alloy Casing*,Shatter Shot*,Polymer Grip*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Chain of Command,3105930175,"""6917529799023496467""",,Legendary,Machine Gun,crucible,Power,Stasis,1802,,Range,10,Vault,false,false,5,17,,100,66,41,58,16,0,0,37,450,46,53,66,0,0,0,0,0,0,0,0,0,10,false,0,52,,,,Adaptive Frame*,Arrowhead Brake*,High-Caliber Rounds*,Adrenaline Junkie*,Osmosis,Demolitionist*,Adaptive Munitions,Precursor Vex Chrome*,Targeting Adjuster*,Masterworked: Range*,Kill Tracker*,Crucible Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,,,,
Cold Comfort,839786290,"""6917529915609106851""",,Legendary,Rocket Launcher,dungeon,Power,Stasis,1810,,Reload Speed,1,Vault,false,false,6,21,,73,39,0,0,20,20,79,38,25,63,1,38,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Aggressive Frame*,Quick Launch*,Smart Drift Control,Implosion Rounds,Impact Casing*,Envious Assassin*,Explosive Light*,Minor Spec*,Tier 1: Reload Speed*,Restoration Ritual*,Kill Tracker*,Crucible Tracker,,,,,,,
Iterative Loop,1289796511,"""6917529898521766058""",,Legendary,Fusion Rifle,neomuna,Energy,Arc,1800,,Range,1,Vault,false,false,6,20,,77,34,55,24,15,0,0,30,0,44,8,62,500,0,0,0,0,0,0,0,0,8,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Corkscrew Rifling,Enhanced Battery*,Particle Repeater,Lead from Gold*,Kickstart*,Tier 1: Range*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Pardon Our Dust,3849810018,"""6917529819865262723""",,Legendary,Grenade Launcher,30th,KineticSlot,Kinetic,1600,,Blast Radius,3,Vault,false,false,4,15,,77,75,0,0,13,0,83,28,90,69,1,83,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Lightweight Frame*,Quick Launch*,Smart Drift Control,Disorienting Grenades*,Proximity Grenades,Killing Wind*,Rampage*,Tier 3: Blast Radius*,Hot Swap*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
The Lament,3487253372,"""6917529253486382397""",,Exotic,Sword,europa,Power,Solar,1806,,,,Vault,true,false,4,12,,0,0,78,0,0,0,0,0,0,0,58,0,0,0,0,20,50,100,90,40,0,0,false,0,118,,,,Banshee's Wail*,Jagged Edge*,Enduring Guard*,Tireless Blade*,Revved Consumption*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Tractor Cannon,3580904581,"""6917529129103353036""",,Exotic,Shotgun,,Power,Void,1805,,"Magazine, Inventory Size",10,Vault,false,false,1,1,,70,90,65,20,12,0,0,95,80,15,7,35,0,0,0,0,0,0,0,0,0,8,false,0,575,,,,Repulsor Force*,Extended Barrel*,Particle Repeater*,The Scientific Method*,Composite Stock*,Omnipotentia*,Tractor Cannon Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Phyllotactic Spiral,3635821806,"""6917529869654209976""",,Legendary,Pulse Rifle,campaign,Energy,Arc,1771,,Range,5,Vault,false,false,6,20,,90,31,33,68,18,0,0,64,340,32,28,21,0,0,0,0,0,0,0,0,0,16,false,0,0,,,,High-Impact Frame*,Chambered Compensator*,Smallbore,Ricochet Rounds*,Light Mag,Hip-Fire Grip*,Voltshot*,Tier 5: Range*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Horror's Least,216983039,"""6917529802209488434""",,Legendary,Pulse Rifle,nightfall,Energy,Arc,1600,,Reload Speed,3,Vault,false,false,5,17,,55,82,23,44,17,0,0,54,540,53,36,22,0,0,0,0,0,0,0,0,0,17,false,0,9,,,,Rapid-Fire Frame*,Hammer-Forged Rifling*,Smallbore,Alloy Magazine,Flared Magwell*,Heating Up*,Focused Fury*,Tier 3: Reload Speed*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker*,Crucible Tracker,,,,,,,
The Steady Hand,2220884262,"""6917529286949892871""",,Legendary,Hand Cannon,ironbanner,KineticSlot,Kinetic,1600,,Handling,3,Vault,false,false,4,12,,85,70,92,68,14,0,0,28,120,20,11,26,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Aggressive Frame*,Fastdraw HCS,TrueSight HCS*,Extended Mag,High-Caliber Rounds*,Killing Wind*,Snapshot Sights*,Backup Mag*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,
Fugue-55,2233545123,"""6917529802619955926""",keep,Legendary,Sniper Rifle,legendaryengram,Energy,Void,1600,,Handling,1,Vault,true,false,5,16,,84,66,70,74,50,0,0,49,90,45,4,38,0,0,0,0,0,0,0,0,0,3,false,0,0,suros,,,Adaptive Frame*,Extended Barrel*,Fluted Barrel,Accurized Rounds*,Extended Mag,Fourth Time's the Charm*,Firing Line*,Tier 1: Handling*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,,
The Last Word,1364093401,"""6917529120790709778""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,,,Vault,false,false,2,5,,100,40,78,35,11,0,0,40,225,80,8,40,0,0,0,0,0,0,0,0,0,19,false,0,0,tex-mechanica,,,Fan Fire*,Corkscrew Rifling*,Accurized Rounds*,Hip-Fire Grip*,Textured Grip*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Final Warning,3121540812,"""6917529871290119473""",,Exotic,Sidearm,neomuna,KineticSlot,Strand,1788,,,,Vault,false,false,6,20,,60,88,35,45,12,0,0,66,450,48,21,47,1000,0,0,0,0,0,0,0,0,27,false,0,36,,,,All at Once*,Hammer-Forged Rifling*,Flared Magwell*,Pick Your Poison*,Combat Grip*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Riskrunner,3089417789,"""6917529088064105774""",,Exotic,Submachine Gun,,Energy,Arc,1798,,Range,10,Vault,true,false,1,1,,100,50,20,80,13,0,0,55,900,15,41,71,0,0,0,0,0,0,0,0,0,41,false,0,4631,,,,Arc Conductor*,Arrowhead Brake*,Extended Mag*,Superconductor*,Short-Action Stock*,Third Rail*,Riskrunner Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Seventh Seraph CQC-12,1821724780,"""6917529347368450842""",keep,Legendary,Shotgun,seasonpass,Energy,Solar,1600,,Stability,1,Vault,true,false,3,10,,56,46,65,58,12,0,0,50,90,60,6,69,0,0,0,0,0,0,0,0,0,2,false,0,0,suros,,,Lightweight Frame*,Smoothbore*,Barrel Shroud,Assault Mag*,Steady Rounds,Auto-Loading Holster*,Trench Barrel*,Tier 1: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Greasy Luck,1757202961,"""6917529915073420769""",,Legendary,Glaive,dungeon,Energy,Solar,1800,,Range,2,Vault,false,false,6,21,,0,65,55,44,0,0,0,0,80,68,4,61,0,0,0,0,0,0,0,0,28,10,false,0,0,,,,Rapid-Fire Glaive*,Low-Impedance Windings*,Auxiliary Reserves,Alloy Magazine*,Swap Mag,Immovable Object*,Incandescent*,Tier 2: Range*,Restoration Ritual*,Kill Tracker*,Crucible Tracker,,,,,,,,
Gnawing Hunger,821154603,"""6917529910300640233""",,Legendary,Auto Rifle,gambitprime,Energy,Void,1600,,Stability,1,Vault,false,false,3,11,,84,65,21,58,16,0,0,44,600,57,43,73,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Full Bore,Accurized Rounds*,Steady Rounds,Zen Moment*,Rampage*,Tier 1: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Circular Logic,2187717691,"""6917529898513219277""",,Legendary,Machine Gun,neomuna,Power,Strand,1800,,Range,2,Vault,false,false,6,20,,80,59,41,52,16,0,0,38,450,50,53,63,0,0,0,0,0,0,0,0,0,11,false,0,6,,,,Adaptive Frame*,Corkscrew Rifling*,Smallbore,Extended Mag,Armor-Piercing Rounds*,Envious Assassin*,Vorpal Weapon*,Tier 2: Range*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,,,,,,,,
A Distant Pull,1769847435,"""6917529903723042104""",,Legendary,Sniper Rifle,,KineticSlot,Stasis,1800,,Handling,4,Vault,false,false,6,21,,68,72,55,40,35,0,0,40,140,66,7,59,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Rapid-Fire Frame*,Extended Barrel*,Hammer-Forged Rifling,Tactical Mag*,Extended Mag,Triple Tap*,Explosive Payload*,Tier 4: Handling*,Kill Tracker*,Crucible Tracker,Empty Deepsight Socket*,Empty Memento Socket*,Empty Weapon Level Boost Socket*,Unsated Hunger*,,,,,
Greasy Luck,1757202961,"""6917529911359917034""",,Legendary,Glaive,dungeon,Energy,Solar,1800,,Range,1,Vault,false,false,6,21,,0,65,55,48,0,0,0,0,80,58,5,76,0,0,0,0,0,0,0,0,18,10,false,0,0,,,,Rapid-Fire Glaive*,Tempered Truss Rod*,Lightweight Emitter,Appended Mag*,Accurized Rounds,Replenishing Aegis*,Close to Melee*,Tier 1: Range*,Restoration Ritual*,Kill Tracker*,Crucible Tracker,,,,,,,,
Falling Guillotine,614426548,"""6917529253471734833""",,Legendary,Sword,seasonpass,Power,Void,1800,,Impact,10,Vault,true,false,3,11,,0,0,68,0,0,0,0,0,0,0,55,0,0,0,0,30,20,30,50,40,0,0,false,0,549,,,,Vortex Frame*,Honed Edge,Jagged Edge*,Tempered Edge,Balanced Guard,Swordmaster's Guard*,Tireless Blade*,Whirlwind Blade*,Shadow Gilt*,Boss Spec*,Masterworked: Impact*,Kill Tracker*,Crucible Tracker,,,,,,
Adored,4184808992,"""6917529264157731023""",,Legendary,Sniper Rifle,ritual-weapon,Energy,Arc,1600,,Stability,10,Vault,false,false,4,12,,77,68,70,70,45,0,0,56,90,38,4,47,0,0,0,0,0,0,0,0,0,2,false,0,291,,,,Adaptive Frame*,Hammer-Forged Rifling*,Accurized Rounds*,Triple Tap,Killing Wind*,Vorpal Weapon,Snapshot Sights*,Neopop Wave*,Radar Tuner*,Masterworked: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,
Vulpecula,1622998472,"""6917529465368819115""",,Legendary,Hand Cannon,lost,KineticSlot,Stasis,1600,,Handling,4,Vault,false,false,4,15,,97,74,78,42,14,0,0,58,180,52,12,48,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Fluted Barrel*,Polygonal Rifling,Accurized Rounds*,Extended Mag,Outlaw*,Multikill Clip*,Grand Luster*,Targeting Adjuster*,Tier 4: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,
Lunulata-4b,2513965917,"""6917529832147677937""",keep,Legendary,Combat Bow,legendaryengram,KineticSlot,Stasis,1600,,"Draw Time, Charge Time",4,Vault,true,false,5,17,,49,82,68,0,18,0,0,74,0,60,0,82,0,564,25,0,0,0,0,0,0,7,false,0,0,veist,,,Lightweight Frame*,Agile Bowstring*,Natural String,Carbon Arrow Shaft*,Compact Arrow Shaft,Steady Hands*,Headstone*,Tier 4: Draw Time*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,,,,
The Jade Rabbit,3844694310,"""6917529097518896331""",,Exotic,Scout Rifle,,KineticSlot,Kinetic,1600,,Stability,10,Vault,false,false,1,2,,100,60,67,85,20,0,0,80,150,54,10,21,0,0,0,0,0,0,0,0,0,29,false,0,303,daito,,,The Fate of All Fools*,Polygonal Rifling*,High-Caliber Rounds*,Zen Moment*,Karesansui*,Jade Rabbit Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,,
